year,state,month,number,day
2015,Rio,6,5,1
2016,Rio,6,4,1
2017,Rio,6,3,1
1998,Rio,7,5,1
1999,Rio,7,7,1
2000,Rio,7,5,1
2001,Rio,7,25,1
2002,Rio,7,7,1
2003,Rio,7,7,1
2004,Rio,7,5,1
2005,Rio,7,2,1
2006,Rio,7,0,1
2007,Rio,7,7,1
2008,Rio,7,0,1
2009,Rio,7,0,1
2010,Rio,7,7,1
2011,Rio,7,0,1
2012,Rio,7,3,1
2013,Rio,7,0,1
2014,Rio,7,2,1
2015,Rio,7,3,1
2016,Rio,7,13,1
2017,Rio,7,4,1
1998,Rio,8,4,1
1999,Rio,8,40,1
2000,Rio,8,29,1
2001,Rio,8,55,1
2002,Rio,8,48,1
2003,Rio,8,97,1
2004,Rio,8,15,1
2005,Rio,8,9,1
2006,Rio,8,13,1
2007,Rio,8,26,1
2008,Rio,8,2,1
2009,Rio,8,1,1
2010,Rio,8,24,1
2011,Rio,8,10,1
2012,Rio,8,23,1
2013,Rio,8,2,1
2014,Rio,8,21,1
2015,Rio,8,16,1
2016,Rio,8,24,1
2017,Rio,8,21,1
1998,Rio,9,51,1
1999,Rio,9,35,1
2000,Rio,9,17,1
2001,Rio,9,45,1
2002,Rio,9,52,1
2003,Rio,9,112,1
2004,Rio,9,47,1
2005,Rio,9,37,1
2006,Rio,9,50,1
2007,Rio,9,50,1
2008,Rio,9,17,1
2009,Rio,9,29,1
2010,Rio,9,50,1
2011,Rio,9,22,1
2012,Rio,9,41,1
2013,Rio,9,7,1
2014,Rio,9,30,1
2015,Rio,9,36,1
2016,Rio,9,44,1
2017,Rio,9,48,1
1998,Rio,10,55,1
1999,Rio,10,40,1
2000,Rio,10,28,1
2001,Rio,10,34,1
2002,Rio,10,140,1
2003,Rio,10,276,1
2004,Rio,10,89,1
2005,Rio,10,168,1
2006,Rio,10,85,1
2007,Rio,10,88,1
2008,Rio,10,53,1
2009,Rio,10,84,1
2010,Rio,10,111,1
2011,Rio,10,76,1
2012,Rio,10,74,1
2013,Rio,10,71,1
2014,Rio,10,75,1
2015,Rio,10,129,1
2016,Rio,10,129,1
2017,Rio,10,85,1
1998,Rio,11,41,1
1999,Rio,11,62,1
2000,Rio,11,9,1
2001,Rio,11,41,1
2002,Rio,11,178,1
2003,Rio,11,366,1
2004,Rio,11,164,1
2005,Rio,11,249,1
2006,Rio,11,148,1
2007,Rio,11,130,1
2008,Rio,11,82,1
2009,Rio,11,172,1
2010,Rio,11,212,1
2011,Rio,11,144,1
2012,Rio,11,69,1
2013,Rio,11,77,1
2014,Rio,11,124,1
2015,Rio,11,105,1
2016,Rio,11,93,1
2017,Rio,11,89,1
1998,Rio,12,19,1
1999,Rio,12,29,1
2000,Rio,12,11,1
2001,Rio,12,20,1
2002,Rio,12,222,1
2003,Rio,12,278,1
2004,Rio,12,284,1
2005,Rio,12,149,1
2006,Rio,12,101,1
2007,Rio,12,80,1
2008,Rio,12,126,1
2009,Rio,12,221,1
2010,Rio,12,54,1
2011,Rio,12,125,1
2012,Rio,12,75,1
2013,Rio,12,46,1
2014,Rio,12,47,1
2015,Rio,12,74,1
2016,Rio,12,75,1
1998,Rio,1,0,1
1999,Rio,1,63,1
2000,Rio,1,126,1
2001,Rio,1,12,1
2002,Rio,1,265,1
2003,Rio,1,58,1
2004,Rio,1,70,1
2005,Rio,1,152,1
2006,Rio,1,46,1
2007,Rio,1,37,1
2008,Rio,1,42,1
2009,Rio,1,65,1
2010,Rio,1,22,1
2011,Rio,1,33,1
2012,Rio,1,61,1
2013,Rio,1,22,1
2014,Rio,1,53,1
2015,Rio,1,51,1
2016,Rio,1,68,1
2017,Rio,1,28,1
1998,Rio,2,0,1
1999,Rio,2,35,1
2000,Rio,2,43,1
2001,Rio,2,32,1
2002,Rio,2,38,1
2003,Rio,2,13,1
2004,Rio,2,52,1
2005,Rio,2,36,1
2006,Rio,2,34,1
2007,Rio,2,24,1
2008,Rio,2,30,1
2009,Rio,2,15,1
2010,Rio,2,23,1
2011,Rio,2,26,1
2012,Rio,2,39,1
2013,Rio,2,43,1
2014,Rio,2,37,1
2015,Rio,2,41,1
2016,Rio,2,55,1
2017,Rio,2,31,1
1998,Rio,3,0,1
1999,Rio,3,38,1
2000,Rio,3,51,1
2001,Rio,3,11,1
2002,Rio,3,26,1
2003,Rio,3,27,1
2004,Rio,3,149,1
2005,Rio,3,153,1
2006,Rio,3,76,1
2007,Rio,3,8,1
2008,Rio,3,38,1
2009,Rio,3,41,1
2010,Rio,3,21,1
2011,Rio,3,31,1
2012,Rio,3,50,1
2013,Rio,3,44,1
2014,Rio,3,58,1
2015,Rio,3,108,1
2016,Rio,3,30,1
2017,Rio,3,34,1
1998,Rio,4,0,1
1999,Rio,4,12,1
2000,Rio,4,1,1
2001,Rio,4,3,1
2002,Rio,4,6,1
2003,Rio,4,30,1
2004,Rio,4,98,1
2005,Rio,4,14,1
2006,Rio,4,59,1
2007,Rio,4,4,1
2008,Rio,4,110,1
2009,Rio,4,145,1
2010,Rio,4,72,1
2011,Rio,4,41,1
2012,Rio,4,41,1
2013,Rio,4,47,1
2014,Rio,4,60,1
2015,Rio,4,175,1
2016,Rio,4,32,1
2017,Rio,4,51,1
1998,Rio,5,0,1
1999,Rio,5,13,1
2000,Rio,5,4,1
2001,Rio,5,4,1
2002,Rio,5,7,1
2003,Rio,5,18,1
2004,Rio,5,4,1
2005,Rio,5,24,1
2006,Rio,5,24,1
2007,Rio,5,3,1
2008,Rio,5,20,1
2009,Rio,5,177,1
2010,Rio,5,9,1
2011,Rio,5,20,1
2012,Rio,5,112,1
2013,Rio,5,14,1
2014,Rio,5,63,1
2015,Rio,5,169,1
2016,Rio,5,37,1
2017,Rio,5,43,1
1998,Rio,6,0,1
1999,Rio,6,9,1
2000,Rio,6,0,1
2001,Rio,6,1,1
2002,Rio,6,4,1
2003,Rio,6,14,1
2004,Rio,6,52,1
2005,Rio,6,50,1
2006,Rio,6,7,1
2007,Rio,6,10,1
2008,Rio,6,16,1
2009,Rio,6,30,1
2010,Rio,6,4,1
2011,Rio,6,12,1
2012,Rio,6,86,1
2013,Rio,6,10,1
2014,Rio,6,62,1
2015,Rio,6,68,1
2016,Rio,6,261,1
2017,Rio,6,103,1
1998,Rio,7,0,1
1999,Rio,7,10,1
2000,Rio,7,6,1
2001,Rio,7,6,1
2002,Rio,7,93,1
2003,Rio,7,55,1
2004,Rio,7,156,1
2005,Rio,7,47,1
2006,Rio,7,45,1
2007,Rio,7,7,1
2008,Rio,7,25,1
2009,Rio,7,47,1
2010,Rio,7,34,1
2011,Rio,7,45,1
2012,Rio,7,134,1
2013,Rio,7,42,1
2014,Rio,7,209,1
2015,Rio,7,60,1
2016,Rio,7,865,1
2017,Rio,7,885,1
1998,Rio,8,9,1
1999,Rio,8,24,1
2000,Rio,8,18,1
2001,Rio,8,36,1
2002,Rio,8,824,1
2003,Rio,8,1419,1
2004,Rio,8,403,1
2005,Rio,8,120,1
2006,Rio,8,642,1
2007,Rio,8,258,1
2008,Rio,8,56,1
2009,Rio,8,1057,1
2010,Rio,8,267,1
2011,Rio,8,116,1
2012,Rio,8,410,1
2013,Rio,8,156,1
2014,Rio,8,1168,1
2015,Rio,8,414,1
2016,Rio,8,1111,1
2017,Rio,8,819,1
1998,Rio,9,60,1
1999,Rio,9,19,1
2000,Rio,9,27,1
2001,Rio,9,2,1
2002,Rio,9,226,1
2003,Rio,9,828,1
2004,Rio,9,431,1
2005,Rio,9,189,1
2006,Rio,9,444,1
2007,Rio,9,573,1
2008,Rio,9,97,1
2009,Rio,9,39,1
2010,Rio,9,250,1
2011,Rio,9,449,1
2012,Rio,9,113,1
2013,Rio,9,290,1
2014,Rio,9,224,1
2015,Rio,9,222,1
2016,Rio,9,628,1
2017,Rio,9,343,1
1998,Rio,10,169,1
1999,Rio,10,56,1
2000,Rio,10,10,1
2001,Rio,10,13,1
2002,Rio,10,10,1
2003,Rio,10,360,1
2004,Rio,10,680,1
2005,Rio,10,83,1
2006,Rio,10,160,1
2007,Rio,10,21,1
2008,Rio,10,135,1
2009,Rio,10,148,1
2010,Rio,10,95,1
2011,Rio,10,74,1
2012,Rio,10,91,1
2013,Rio,10,104,1
2014,Rio,10,110,1
2015,Rio,10,70,1
2016,Rio,10,93,1
2017,Rio,10,101,1
1998,Rio,11,28,1
1999,Rio,11,103,1
2000,Rio,11,18,1
2001,Rio,11,49,1
2002,Rio,11,117,1
2003,Rio,11,121,1
2004,Rio,11,161,1
2005,Rio,11,227,1
2006,Rio,11,27,1
2007,Rio,11,13,1
2008,Rio,11,14,1
2009,Rio,11,4,1
2010,Rio,11,90,1
2011,Rio,11,117,1
2012,Rio,11,74,1
2013,Rio,11,110,1
2014,Rio,11,68,1
2015,Rio,11,30,1
2016,Rio,11,105,1
2017,Rio,11,137,1
1998,Rio,12,605,1
1999,Rio,12,1110,1
2000,Rio,12,80,1
2001,Rio,12,80,1
2002,Rio,12,45,1
2003,Rio,12,98,1
2004,Rio,12,99,1
2005,Rio,12,35,1
2006,Rio,12,15,1
2007,Rio,12,25,1
2008,Rio,12,32,1
2009,Rio,12,15,1
2010,Rio,12,103,1
2011,Rio,12,69,1
2012,Rio,12,38,1
2013,Rio,12,62,1
2014,Rio,12,31,1
2015,Rio,12,42,1
2016,Rio,12,79,1
1998,Rondonia,1,0,1
1999,Rondonia,1,1,1
2000,Rondonia,1,0,1
2001,Rondonia,1,0,1
2002,Rondonia,1,6,1
2003,Rondonia,1,62,1
2004,Rondonia,1,30,1
2005,Rondonia,1,99,1
2006,Rondonia,1,16,1
2007,Rondonia,1,33,1
2008,Rondonia,1,4,1
2009,Rondonia,1,17,1
2010,Rondonia,1,18,1
2011,Rondonia,1,1,1
2012,Rondonia,1,2,1
2013,Rondonia,1,7,1
2014,Rondonia,1,12,1
2015,Rondonia,1,30,1
2016,Rondonia,1,93,1
2017,Rondonia,1,44,1
1998,Rondonia,2,0,1
1999,Rondonia,2,1,1
2000,Rondonia,2,6,1
2001,Rondonia,2,2,1
2002,Rondonia,2,8,1
2003,Rondonia,2,10,1
2004,Rondonia,2,12,1
2005,Rondonia,2,42,1
2006,Rondonia,2,17,1
2007,Rondonia,2,8,1
2008,Rondonia,2,7,1
2009,Rondonia,2,1,1
2010,Rondonia,2,9,1
2011,Rondonia,2,2,1
2012,Rondonia,2,9,1
2013,Rondonia,2,8,1
2014,Rondonia,2,5,1
2015,Rondonia,2,22,1
2016,Rondonia,2,88,1
2017,Rondonia,2,10,1
1998,Rondonia,3,0,1
1999,Rondonia,3,8,1
2000,Rondonia,3,9,1
2001,Rondonia,3,0,1
2002,Rondonia,3,1,1
2003,Rondonia,3,13,1
2004,Rondonia,3,20,1
2005,Rondonia,3,17,1
2006,Rondonia,3,15,1
2007,Rondonia,3,20,1
2008,Rondonia,3,2,1
2009,Rondonia,3,12,1
2010,Rondonia,3,11,1
2011,Rondonia,3,6,1
2012,Rondonia,3,6,1
2013,Rondonia,3,23,1
2014,Rondonia,3,13,1
2015,Rondonia,3,15,1
2016,Rondonia,3,25,1
2017,Rondonia,3,21,1
1998,Rondonia,4,0,1
1999,Rondonia,4,3,1
2000,Rondonia,4,0,1
2001,Rondonia,4,0,1
2002,Rondonia,4,3,1
2003,Rondonia,4,10,1
2004,Rondonia,4,14,1
2005,Rondonia,4,7,1
2006,Rondonia,4,0,1
2007,Rondonia,4,0,1
2008,Rondonia,4,8,1
2009,Rondonia,4,3,1
2010,Rondonia,4,19,1
2011,Rondonia,4,8,1
2012,Rondonia,4,12,1
2013,Rondonia,4,9,1
2014,Rondonia,4,15,1
2015,Rondonia,4,15,1
2016,Rondonia,4,59,1
2017,Rondonia,4,19,1
1998,Rondonia,5,0,1
1999,Rondonia,5,3,1
2000,Rondonia,5,13,1
2001,Rondonia,5,5,1
2002,Rondonia,5,10,1
2003,Rondonia,5,21,1
2004,Rondonia,5,9,1
2005,Rondonia,5,38,1
2006,Rondonia,5,7,1
2007,Rondonia,5,4,1
2008,Rondonia,5,1,1
2009,Rondonia,5,6,1
2010,Rondonia,5,41,1
2011,Rondonia,5,54,1
2012,Rondonia,5,22,1
2013,Rondonia,5,9,1
2014,Rondonia,5,28,1
2015,Rondonia,5,13,1
2016,Rondonia,5,44,1
2017,Rondonia,5,31,1
1998,Rondonia,6,26,1
1999,Rondonia,6,10,1
2000,Rondonia,6,54,1
2001,Rondonia,6,31,1
2002,Rondonia,6,141,1
2003,Rondonia,6,74,1
2004,Rondonia,6,151,1
2005,Rondonia,6,153,1
2006,Rondonia,6,40,1
2007,Rondonia,6,71,1
2008,Rondonia,6,11,1
2009,Rondonia,6,13,1
2010,Rondonia,6,44,1
2011,Rondonia,6,130,1
2012,Rondonia,6,32,1
2013,Rondonia,6,22,1
2014,Rondonia,6,92,1
2015,Rondonia,6,119,1
2016,Rondonia,6,170,1
2017,Rondonia,6,192,1
1998,Rondonia,7,365,1
1999,Rondonia,7,135,1
2000,Rondonia,7,117,1
2001,Rondonia,7,74,1
2002,Rondonia,7,539,1
2003,Rondonia,7,516,1
2004,Rondonia,7,1232,1
2005,Rondonia,7,798,1
2006,Rondonia,7,314,1
2007,Rondonia,7,187,1
2008,Rondonia,7,138,1
2009,Rondonia,7,110,1
2010,Rondonia,7,747,1
2011,Rondonia,7,293,1
2012,Rondonia,7,205,1
2013,Rondonia,7,117,1
2014,Rondonia,7,192,1
2015,Rondonia,7,423,1
2016,Rondonia,7,969,1
2017,Rondonia,7,1280,1
1998,Rondonia,8,2254,1
1999,Rondonia,8,1976,1
2000,Rondonia,8,2197,1
2001,Rondonia,8,2131,1
2002,Rondonia,8,3465,1
2003,Rondonia,8,7060,1
2004,Rondonia,8,6893,1
2005,Rondonia,8,6672,1
2006,Rondonia,8,3123,1
2007,Rondonia,8,4786,1
2008,Rondonia,8,1251,1
2009,Rondonia,8,484,1
2010,Rondonia,8,4388,1
2011,Rondonia,8,1161,1
2012,Rondonia,8,2209,1
2013,Rondonia,8,885,1
2014,Rondonia,8,3038,1
2015,Rondonia,8,3762,1
2016,Rondonia,8,3675,1
2017,Rondonia,8,4287,1
1998,Rondonia,9,3753,1
1999,Rondonia,9,3062,1
2000,Rondonia,9,2438,1
2001,Rondonia,9,1926,1
2002,Rondonia,9,7067,1
2003,Rondonia,9,6890,1
2004,Rondonia,9,13050,1
2005,Rondonia,9,13972,1
2006,Rondonia,9,9920,1
2007,Rondonia,9,6832,1
2008,Rondonia,9,3726,1
2009,Rondonia,9,1869,1
2010,Rondonia,9,4893,1
2011,Rondonia,9,1781,1
2012,Rondonia,9,2471,1
2013,Rondonia,9,1776,1
2014,Rondonia,9,2800,1
2015,Rondonia,9,6129,1
2016,Rondonia,9,4208,1
2017,Rondonia,9,5638,1
1998,Rondonia,10,483,1
1999,Rondonia,10,1884,1
2000,Rondonia,10,644,1
2001,Rondonia,10,796,1
2002,Rondonia,10,3554,1
2003,Rondonia,10,4962,1
2004,Rondonia,10,3094,1
2005,Rondonia,10,2559,1
2006,Rondonia,10,1148,1
2007,Rondonia,10,2023,1
2008,Rondonia,10,1482,1
2009,Rondonia,10,1444,1
2010,Rondonia,10,1307,1
2011,Rondonia,10,822,1
2012,Rondonia,10,1229,1
2013,Rondonia,10,555,1
2014,Rondonia,10,1063,1
2015,Rondonia,10,2598,1
2016,Rondonia,10,1844,1
2017,Rondonia,10,2190,1
1998,Rondonia,11,3,1
1999,Rondonia,11,41,1
2000,Rondonia,11,13,1
2001,Rondonia,11,91,1
2002,Rondonia,11,639,1
2003,Rondonia,11,526,1
2004,Rondonia,11,452,1
2005,Rondonia,11,465,1
2006,Rondonia,11,253,1
2007,Rondonia,11,53,1
2008,Rondonia,11,78,1
2009,Rondonia,11,128,1
2010,Rondonia,11,238,1
2011,Rondonia,11,245,1
2012,Rondonia,11,174,1
2013,Rondonia,11,108,1
2014,Rondonia,11,202,1
2015,Rondonia,11,1002,1
2016,Rondonia,11,401,1
2017,Rondonia,11,372,1
1998,Rondonia,12,33,1
1999,Rondonia,12,0,1
2000,Rondonia,12,7,1
2001,Rondonia,12,1,1
2002,Rondonia,12,91,1
2003,Rondonia,12,214,1
2004,Rondonia,12,208,1
2005,Rondonia,12,36,1
2006,Rondonia,12,4,1
2007,Rondonia,12,6,1
2008,Rondonia,12,2,1
2009,Rondonia,12,9,1
2010,Rondonia,12,158,1
2011,Rondonia,12,37,1
2012,Rondonia,12,50,1
2013,Rondonia,12,143,1
2014,Rondonia,12,144,1
2015,Rondonia,12,282,1
2016,Rondonia,12,148,1
1998,Roraima,1,0,1
1999,Roraima,1,15,1
2000,Roraima,1,18,1
2001,Roraima,1,101,1
2002,Roraima,1,302,1
2003,Roraima,1,547,1
2004,Roraima,1,355,1
2005,Roraima,1,106,1
2006,Roraima,1,70,1
2007,Roraima,1,194,1
2008,Roraima,1,245,1
2009,Roraima,1,45,1
2010,Roraima,1,351,1
2011,Roraima,1,225,1
2012,Roraima,1,217,1
2013,Roraima,1,397,1
2014,Roraima,1,355,1
2015,Roraima,1,330,1
2016,Roraima,1,1754,1
2017,Roraima,1,108,1
1998,Roraima,2,0,1
1999,Roraima,2,20,1
2000,Roraima,2,57,1
2001,Roraima,2,646,1
2002,Roraima,2,476,1
2003,Roraima,2,767,1
2004,Roraima,2,259,1
2005,Roraima,2,105,1
2006,Roraima,2,283,1
2007,Roraima,2,796,1
2008,Roraima,2,138,1
2009,Roraima,2,153,1
2010,Roraima,2,470,1
2011,Roraima,2,112,1
2012,Roraima,2,130,1
2013,Roraima,2,62,1
2014,Roraima,2,226,1
2015,Roraima,2,418,1
2016,Roraima,2,171,1
2017,Roraima,2,129,1
1998,Roraima,3,0,1
1999,Roraima,3,98,1
2000,Roraima,3,125,1
2001,Roraima,3,1107,1
2002,Roraima,3,820,1
2003,Roraima,3,1131,1
2004,Roraima,3,276,1
2005,Roraima,3,244,1
2006,Roraima,3,385,1
2007,Roraima,3,665,1
2008,Roraima,3,422,1
2009,Roraima,3,176,1
2010,Roraima,3,417,1
2011,Roraima,3,91,1
2012,Roraima,3,99,1
2013,Roraima,3,179,1
2014,Roraima,3,494,1
2015,Roraima,3,163,1
2016,Roraima,3,1081,1
2017,Roraima,3,216,1
1998,Roraima,4,0,1
1999,Roraima,4,16,1
2000,Roraima,4,0,1
2001,Roraima,4,380,1
2002,Roraima,4,41,1
2003,Roraima,4,268,1
2004,Roraima,4,182,1
2005,Roraima,4,22,1
2006,Roraima,4,201,1
2007,Roraima,4,58,1
2008,Roraima,4,175,1
2009,Roraima,4,115,1
2010,Roraima,4,15,1
2011,Roraima,4,108,1
2012,Roraima,4,25,1
2013,Roraima,4,87,1
2014,Roraima,4,162,1
2015,Roraima,4,278,1
2016,Roraima,4,126,1
2017,Roraima,4,51,1
1998,Roraima,5,0,1
1999,Roraima,5,0,1
2000,Roraima,5,7,1
2001,Roraima,5,9,1
2002,Roraima,5,0,1
2003,Roraima,5,0,1
2004,Roraima,5,2,1
2005,Roraima,5,1,1
2006,Roraima,5,0,1
2007,Roraima,5,0,1
2008,Roraima,5,8,1
2009,Roraima,5,219,1
2010,Roraima,5,3,1
2011,Roraima,5,4,1
2012,Roraima,5,18,1
2013,Roraima,5,4,1
2014,Roraima,5,58,1
2015,Roraima,5,12,1
2016,Roraima,5,22,1
2017,Roraima,5,29,1
1998,Roraima,6,0,1
1999,Roraima,6,3,1
2000,Roraima,6,0,1
2001,Roraima,6,1,1
2002,Roraima,6,0,1
2003,Roraima,6,0,1
2004,Roraima,6,6,1
2005,Roraima,6,5,1
2006,Roraima,6,0,1
2007,Roraima,6,1,1
2008,Roraima,6,0,1
2009,Roraima,6,16,1
2010,Roraima,6,0,1
2011,Roraima,6,6,1
2012,Roraima,6,22,1
2013,Roraima,6,6,1
2014,Roraima,6,4,1
2015,Roraima,6,3,1
2016,Roraima,6,7,1
2017,Roraima,6,4,1
1998,Roraima,7,1,1
1999,Roraima,7,4,1
2000,Roraima,7,0,1
2001,Roraima,7,1,1
2002,Roraima,7,7,1
2003,Roraima,7,0,1
2004,Roraima,7,2,1
2005,Roraima,7,2,1
2006,Roraima,7,0,1
2007,Roraima,7,3,1
2008,Roraima,7,0,1
2009,Roraima,7,18,1
2010,Roraima,7,1,1
2011,Roraima,7,9,1
2012,Roraima,7,2,1
2013,Roraima,7,4,1
2014,Roraima,7,9,1
2015,Roraima,7,5,1
2016,Roraima,7,0,1
2017,Roraima,7,3,1
1998,Roraima,8,0,1
1999,Roraima,8,1,1
2000,Roraima,8,9,1
2001,Roraima,8,4,1
2002,Roraima,8,7,1
2003,Roraima,8,2,1
2004,Roraima,8,18,1
2005,Roraima,8,9,1
2006,Roraima,8,4,1
2007,Roraima,8,2,1
2008,Roraima,8,4,1
2009,Roraima,8,29,1
2010,Roraima,8,3,1
2011,Roraima,8,39,1
2012,Roraima,8,4,1
2013,Roraima,8,3,1
2014,Roraima,8,12,1
2015,Roraima,8,11,1
2016,Roraima,8,11,1
2017,Roraima,8,35,1
1998,Roraima,9,2,1
1999,Roraima,9,3,1
2000,Roraima,9,12,1
2001,Roraima,9,1,1
2002,Roraima,9,48,1
2003,Roraima,9,6,1
2004,Roraima,9,9,1
2005,Roraima,9,72,1
2006,Roraima,9,40,1
2007,Roraima,9,9,1
2008,Roraima,9,17,1
2009,Roraima,9,117,1
2010,Roraima,9,18,1
2011,Roraima,9,53,1
2012,Roraima,9,67,1
2013,Roraima,9,18,1
2014,Roraima,9,67,1
2015,Roraima,9,77,1
2016,Roraima,9,19,1
2017,Roraima,9,43,1
1998,Roraima,10,1,1
1999,Roraima,10,10,1
2000,Roraima,10,25,1
2001,Roraima,10,13,1
2002,Roraima,10,191,1
2003,Roraima,10,14,1
2004,Roraima,10,53,1
2005,Roraima,10,88,1
2006,Roraima,10,135,1
2007,Roraima,10,15,1
2008,Roraima,10,78,1
2009,Roraima,10,197,1
2010,Roraima,10,64,1
2011,Roraima,10,65,1
2012,Roraima,10,152,1
2013,Roraima,10,63,1
2014,Roraima,10,61,1
2015,Roraima,10,181,1
2016,Roraima,10,101,1
2017,Roraima,10,156,1
1998,Roraima,11,1,1
1999,Roraima,11,15,1
2000,Roraima,11,32,1
2001,Roraima,11,76,1
2002,Roraima,11,133,1
2003,Roraima,11,27,1
2004,Roraima,11,135,1
2005,Roraima,11,135,1
2006,Roraima,11,26,1
2007,Roraima,11,112,1
2008,Roraima,11,39,1
2009,Roraima,11,312,1
2010,Roraima,11,27,1
2011,Roraima,11,121,1
2012,Roraima,11,187,1
2013,Roraima,11,106,1
2014,Roraima,11,143,1
2015,Roraima,11,280,1
2016,Roraima,11,71,1
2017,Roraima,11,327,1
1998,Roraima,12,16,1
1999,Roraima,12,35,1
2000,Roraima,12,77,1
2001,Roraima,12,76,1
2002,Roraima,12,199,1
2003,Roraima,12,157,1
2004,Roraima,12,160,1
2005,Roraima,12,71,1
2006,Roraima,12,101,1
2007,Roraima,12,8,1
2008,Roraima,12,5,1
2009,Roraima,12,290,1
2010,Roraima,12,73,1
2011,Roraima,12,249,1
2012,Roraima,12,78,1
2013,Roraima,12,65,1
2014,Roraima,12,277,1
2015,Roraima,12,304,1
2016,Roraima,12,136,1
1998,Santa Catarina,1,0,1
1999,Santa Catarina,1,11,1
2000,Santa Catarina,1,14,1
2001,Santa Catarina,1,11,1
2002,Santa Catarina,1,22,1
2003,Santa Catarina,1,45,1
2004,Santa Catarina,1,37,1
2005,Santa Catarina,1,46,1
2006,Santa Catarina,1,41,1
2007,Santa Catarina,1,9,1
2008,Santa Catarina,1,25,1
2009,Santa Catarina,1,21,1
2010,Santa Catarina,1,2,1
2011,Santa Catarina,1,9,1
2012,Santa Catarina,1,14,1
2013,Santa Catarina,1,18,1
2014,Santa Catarina,1,58,1
2015,Santa Catarina,1,28,1
2016,Santa Catarina,1,53,1
2017,Santa Catarina,1,46,1
1998,Santa Catarina,2,0,1
1999,Santa Catarina,2,2,1
2000,Santa Catarina,2,8,1
2001,Santa Catarina,2,0,1
2002,Santa Catarina,2,5,1
2003,Santa Catarina,2,43,1
2004,Santa Catarina,2,29,1
2005,Santa Catarina,2,46,1
2006,Santa Catarina,2,18,1
2007,Santa Catarina,2,14,1
2008,Santa Catarina,2,29,1
2009,Santa Catarina,2,7,1
2010,Santa Catarina,2,15,1
2011,Santa Catarina,2,1,1
2012,Santa Catarina,2,13,1
2013,Santa Catarina,2,12,1
2014,Santa Catarina,2,27,1
2015,Santa Catarina,2,23,1
2016,Santa Catarina,2,10,1
2017,Santa Catarina,2,31,1
1998,Santa Catarina,3,0,1
1999,Santa Catarina,3,7,1
2000,Santa Catarina,3,46,1
2001,Santa Catarina,3,1,1
2002,Santa Catarina,3,12,1
2003,Santa Catarina,3,58,1
2004,Santa Catarina,3,73,1
2005,Santa Catarina,3,92,1
2006,Santa Catarina,3,48,1
2007,Santa Catarina,3,23,1
2008,Santa Catarina,3,14,1
2009,Santa Catarina,3,33,1
2010,Santa Catarina,3,9,1
2011,Santa Catarina,3,8,1
2012,Santa Catarina,3,65,1
2013,Santa Catarina,3,14,1
2014,Santa Catarina,3,15,1
2015,Santa Catarina,3,37,1
2016,Santa Catarina,3,21,1
2017,Santa Catarina,3,12,1
1998,Santa Catarina,4,0,1
1999,Santa Catarina,4,0,1
2000,Santa Catarina,4,7,1
2001,Santa Catarina,4,1,1
2002,Santa Catarina,4,7,1
2003,Santa Catarina,4,120,1
2004,Santa Catarina,4,59,1
2005,Santa Catarina,4,25,1
2006,Santa Catarina,4,30,1
2007,Santa Catarina,4,2,1
2008,Santa Catarina,4,31,1
2009,Santa Catarina,4,57,1
2010,Santa Catarina,4,19,1
2011,Santa Catarina,4,5,1
2012,Santa Catarina,4,40,1
2013,Santa Catarina,4,46,1
2014,Santa Catarina,4,34,1
2015,Santa Catarina,4,32,1
2016,Santa Catarina,4,36,1
2017,Santa Catarina,4,26,1
1998,Santa Catarina,5,0,1
1999,Santa Catarina,5,1,1
2000,Santa Catarina,5,0,1
2001,Santa Catarina,5,2,1
2002,Santa Catarina,5,3,1
2003,Santa Catarina,5,84,1
2004,Santa Catarina,5,2,1
2005,Santa Catarina,5,21,1
2006,Santa Catarina,5,33,1
2007,Santa Catarina,5,2,1
2008,Santa Catarina,5,15,1
2009,Santa Catarina,5,33,1
2010,Santa Catarina,5,1,1
2011,Santa Catarina,5,16,1
2012,Santa Catarina,5,60,1
2013,Santa Catarina,5,52,1
2014,Santa Catarina,5,42,1
2015,Santa Catarina,5,70,1
2016,Santa Catarina,5,26,1
2017,Santa Catarina,5,36,1
1998,Santa Catarina,6,2,1
1999,Santa Catarina,6,0,1
2000,Santa Catarina,6,2,1
2001,Santa Catarina,6,1,1
2002,Santa Catarina,6,0,1
2003,Santa Catarina,6,68,1
2004,Santa Catarina,6,127,1
2005,Santa Catarina,6,58,1
2006,Santa Catarina,6,32,1
2007,Santa Catarina,6,11,1
2008,Santa Catarina,6,2,1
2009,Santa Catarina,6,14,1
2010,Santa Catarina,6,1,1
2011,Santa Catarina,6,26,1
2012,Santa Catarina,6,42,1
2013,Santa Catarina,6,31,1
2014,Santa Catarina,6,3,1
2015,Santa Catarina,6,104,1
2016,Santa Catarina,6,79,1
2017,Santa Catarina,6,70,1
1998,Santa Catarina,7,0,1
1999,Santa Catarina,7,2,1
2000,Santa Catarina,7,21,1
2001,Santa Catarina,7,5,1
2002,Santa Catarina,7,82,1
2003,Santa Catarina,7,43,1
2004,Santa Catarina,7,94,1
2005,Santa Catarina,7,90,1
2006,Santa Catarina,7,74,1
2007,Santa Catarina,7,12,1
2008,Santa Catarina,7,46,1
2009,Santa Catarina,7,26,1
2010,Santa Catarina,7,31,1
2011,Santa Catarina,7,31,1
2012,Santa Catarina,7,42,1
